,Convoy Number,Number of Ships,Number of Escort Ships,Number of Stragglers,Number of Ships Sunk,Number of Escorts Sunk,Number of Stragglers Sunk,Total Tons of Convoy,Total Tons of Ships Sunk,Depart_Date,Arrival/Dispersal Date,Overall Sink Percentage,Escort Sink Percentage,Straggler Sink Percentage
842,HX.314,84.0,26.0,0.0,0.0,0.0,0.0,475142.0,0.0,1944-10-15,1944-10-29,0.0,0.0,0.0
158,SC.159,81.0,18.0,0.0,1.0,1.0,0.0,345198.0,1300.0,1944-10-18,1944-11-02,1.2345679012345700,5.555555555555560,0.0
843,HX.315,61.0,21.0,0.0,0.0,0.0,0.0,313098.0,0.0,1944-10-20,1944-11-03,0.0,0.0,0.0
844,HX.316,66.0,25.0,0.0,0.0,0.0,0.0,282929.0,0.0,1944-10-25,1944-11-10,0.0,0.0,0.0
845,HX.317,70.0,29.0,0.0,0.0,0.0,0.0,308204.0,0.0,1944-10-30,1944-11-13,0.0,0.0,0.0
159,SC.160,58.0,15.0,0.0,0.0,0.0,0.0,255333.0,0.0,1944-11-02,1944-11-17,0.0,0.0,0.0
846,HX.318,53.0,19.0,0.0,0.0,0.0,0.0,265327.0,0.0,1944-11-04,1944-11-19,0.0,0.0,0.0
847,HX.319,69.0,23.0,0.0,0.0,0.0,0.0,337547.0,0.0,1944-11-09,1944-11-25,0.0,0.0,0.0
848,HX.320,62.0,20.0,0.0,0.0,0.0,0.0,318015.0,0.0,1944-11-14,1944-11-30,0.0,0.0,0.0
160,SC.161,68.0,23.0,0.0,0.0,0.0,0.0,274580.0,0.0,1944-11-17,1944-12-04,0.0,0.0,0.0
849,HX.321,56.0,21.0,0.0,0.0,0.0,0.0,253058.0,0.0,1944-11-19,1944-12-05,0.0,0.0,0.0
850,HX.322,57.0,18.0,0.0,0.0,0.0,0.0,291879.0,0.0,1944-11-24,1944-12-08,0.0,0.0,0.0
851,HX.323,61.0,20.0,0.0,0.0,0.0,0.0,328080.0,0.0,1944-11-29,1944-12-13,0.0,0.0,0.0
161,SC.162,83.0,25.0,0.0,0.0,0.0,0.0,331328.0,0.0,1944-12-02,1944-12-17,0.0,0.0,0.0
852,HX.324,72.0,19.0,0.0,0.0,0.0,0.0,397965.0,0.0,1944-12-04,1944-12-21,0.0,0.0,0.0
853,HX.325,76.0,16.0,0.0,0.0,0.0,0.0,436548.0,0.0,1944-12-09,1944-12-23,0.0,0.0,0.0
854,HX.326,67.0,23.0,0.0,0.0,0.0,0.0,369797.0,0.0,1944-12-14,1944-12-27,0.0,0.0,0.0
162,SC.163,65.0,17.0,0.0,0.0,0.0,0.0,261423.0,0.0,1944-12-17,1944-12-31,0.0,0.0,0.0
855,HX.327,67.0,21.0,0.0,0.0,0.0,0.0,332072.0,0.0,1944-12-19,1945-01-02,0.0,0.0,0.0
856,HX.328,76.0,21.0,0.0,0.0,0.0,0.0,401921.0,0.0,1944-12-24,1945-01-08,0.0,0.0,0.0
857,HX.329,57.0,22.0,0.0,0.0,0.0,0.0,267884.0,0.0,1944-12-29,1945-01-12,0.0,0.0,0.0
163,SC.164,57.0,15.0,0.0,0.0,0.0,0.0,242633.0,0.0,1945-01-01,1945-01-18,0.0,0.0,0.0
858,HX.330,69.0,25.0,0.0,0.0,0.0,0.0,326548.0,0.0,1945-01-03,1945-01-17,0.0,0.0,0.0
859,HX.331,92.0,31.0,0.0,0.0,0.0,0.0,466927.0,0.0,1945-01-08,1945-01-22,0.0,0.0,0.0
860,HX.332,71.0,23.0,0.0,0.0,0.0,0.0,365851.0,0.0,1945-01-13,1945-01-28,0.0,0.0,0.0
164,SC.165,53.0,23.0,1.0,0.0,0.0,0.0,191084.0,0.0,1945-01-16,1945-01-31,0.0,0.0,0.0
861,HX.333,81.0,31.0,0.0,0.0,0.0,0.0,373691.0,0.0,1945-01-18,1945-02-01,0.0,0.0,0.0
862,HX.334,115.0,40.0,0.0,0.0,0.0,0.0,537307.0,0.0,1945-01-23,1945-02-06,0.0,0.0,0.0
863,HX.335,72.0,20.0,0.0,0.0,0.0,0.0,383608.0,0.0,1945-01-28,1945-02-10,0.0,0.0,0.0
165,SC.166,37.0,11.0,0.0,0.0,0.0,0.0,156534.0,0.0,1945-01-31,1945-02-13,0.0,0.0,0.0
864,HX.336,68.0,25.0,0.0,0.0,0.0,0.0,330932.0,0.0,1945-02-02,1945-02-14,0.0,0.0,0.0
865,HX.337,101.0,34.0,0.0,1.0,1.0,0.0,489132.0,925.0,1945-02-07,1945-02-21,0.9900990099009900,2.941176470588240,0.0
866,HX.338,101.0,27.0,0.0,0.0,0.0,0.0,557823.0,0.0,1945-02-12,1945-02-27,0.0,0.0,0.0
166,SC.167,49.0,13.0,0.0,2.0,0.0,0.0,216566.0,7740.0,1945-02-16,1945-03-02,4.081632653061230,0.0,0.0
867,HX.339,109.0,33.0,0.0,0.0,0.0,0.0,595689.0,0.0,1945-02-18,1945-03-03,0.0,0.0,0.0
868,HX.340,81.0,31.0,0.0,0.0,0.0,0.0,420269.0,0.0,1945-02-23,1945-03-10,0.0,0.0,0.0
167,SC.168,39.0,19.0,0.0,0.0,0.0,0.0,116167.0,0.0,1945-02-25,1945-03-13,0.0,0.0,0.0
869,HX.341,107.0,37.0,0.0,0.0,0.0,0.0,548729.0,0.0,1945-02-28,1945-03-15,0.0,0.0,0.0
870,HX.342,105.0,39.0,0.0,0.0,0.0,0.0,521690.0,0.0,1945-03-04,1945-03-19,0.0,0.0,0.0
168,SC.169,39.0,21.0,0.0,0.0,0.0,0.0,134248.0,0.0,1945-03-07,1945-03-21,0.0,0.0,0.0
871,HX.343,96.0,33.0,0.0,0.0,0.0,0.0,491716.0,0.0,1945-03-09,1945-03-24,0.0,0.0,0.0
872,HX.344,104.0,31.0,0.0,0.0,0.0,0.0,539364.0,0.0,1945-03-14,1945-03-28,0.0,0.0,0.0
169,SC.170,37.0,11.0,0.0,0.0,0.0,0.0,133559.0,0.0,1945-03-17,1945-03-31,0.0,0.0,0.0
873,HX.345,101.0,26.0,0.0,0.0,0.0,0.0,544329.0,0.0,1945-03-19,1945-04-02,0.0,0.0,0.0
874,HX.346,83.0,28.0,0.0,1.0,0.0,0.0,447450.0,7176.0,1945-03-24,1945-04-07,1.2048192771084300,0.0,0.0
170,SC.171,35.0,15.0,1.0,0.0,0.0,0.0,149454.0,0.0,1945-03-27,1945-04-10,0.0,0.0,0.0
875,HX.347,95.0,38.0,0.0,0.0,0.0,0.0,483358.0,0.0,1945-03-29,1945-04-14,0.0,0.0,0.0
876,HX.348,113.0,34.0,1.0,2.0,0.0,0.0,586337.0,15209.0,1945-04-03,1945-04-20,1.7699115044247800,0.0,0.0
171,SC.172,49.0,20.0,0.0,0.0,0.0,0.0,184744.0,0.0,1945-04-06,1945-04-22,0.0,0.0,0.0
877,HX.349,90.0,32.0,0.0,0.0,0.0,0.0,445660.0,0.0,1945-04-08,1945-04-23,0.0,0.0,0.0
878,HX.350,117.0,33.0,0.0,0.0,0.0,0.0,654111.0,0.0,1945-04-13,1945-04-28,0.0,0.0,0.0
879,HX.351,92.0,38.0,0.0,0.0,0.0,0.0,414520.0,0.0,1945-04-18,1945-05-03,0.0,0.0,0.0
172,SC.173,29.0,10.0,0.0,0.0,0.0,0.0,103615.0,0.0,1945-04-18,1945-05-04,0.0,0.0,0.0
880,HX.352,122.0,47.0,1.0,0.0,0.0,0.0,590355.0,0.0,1945-04-23,1945-05-08,0.0,0.0,0.0
173,SC.174,48.0,18.0,2.0,0.0,0.0,0.0,192084.0,0.0,1945-04-28,1945-05-14,0.0,0.0,0.0
881,HX.353,101.0,37.0,0.0,0.0,0.0,0.0,511962.0,0.0,1945-04-29,1945-05-15,0.0,0.0,0.0
882,HX.354,120.0,39.0,0.0,0.0,0.0,0.0,620637.0,0.0,1945-05-03,1945-05-18,0.0,0.0,0.0
174,SC.175,44.0,16.0,0.0,0.0,0.0,0.0,170242.0,0.0,1945-05-07,1945-05-21,0.0,0.0,0.0
883,HX.355,80.0,24.0,0.0,0.0,0.0,0.0,446611.0,0.0,1945-05-09,1945-05-25,0.0,0.0,0.0
884,HX.356,68.0,22.0,0.0,0.0,0.0,0.0,333220.0,0.0,1945-05-13,1945-05-26,0.0,0.0,0.0
175,SC.176,41.0,19.0,0.0,0.0,0.0,0.0,156232.0,0.0,1945-05-16,1945-05-29,0.0,0.0,0.0
885,HX.357,109.0,31.0,0.0,0.0,0.0,0.0,604813.0,0.0,1945-05-19,1945-06-03,0.0,0.0,0.0
886,HX.358,82.0,23.0,0.0,0.0,0.0,0.0,406154.0,0.0,1945-05-23,1945-06-06,0.0,0.0,0.0
176,SC.177,43.0,12.0,0.0,0.0,0.0,0.0,210127.0,0.0,1945-05-26,1945-06-08,0.0,0.0,0.0
